,Retail_Product_Level1Name,Retail_Product_Color,Retail_Product_Size,Retail_Product_Style,Retail_Product_Name,Retail_Product_SKU,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
4289,OTHER,OTHER,OTHER,OTHER,OTHER,9530540003,0,5,right_only,5,0
4290,OTHER,OTHER,OTHER,OTHER,OTHER,9530540004,0,2,right_only,2,0
4291,OTHER,OTHER,OTHER,OTHER,OTHER,9530550001,0,4,right_only,4,0
4292,OTHER,OTHER,OTHER,OTHER,OTHER,9530550002,0,4,right_only,4,0
4293,OTHER,OTHER,OTHER,OTHER,OTHER,9530550003,0,2,right_only,2,0
4294,OTHER,OTHER,OTHER,OTHER,OTHER,9530550004,0,2,right_only,2,0
4295,OTHER,OTHER,OTHER,OTHER,OTHER,9530560001,0,3,right_only,3,0
4296,OTHER,OTHER,OTHER,OTHER,OTHER,9530560002,0,3,right_only,3,0
4297,OTHER,OTHER,OTHER,OTHER,OTHER,9530560004,0,1,right_only,1,0
4298,OTHER,OTHER,OTHER,OTHER,OTHER,9530570002,0,5,right_only,5,0
4299,OTHER,OTHER,OTHER,OTHER,OTHER,9530580001,0,3,right_only,3,0
4300,OTHER,OTHER,OTHER,OTHER,OTHER,9530580002,0,1,right_only,1,0
4301,OTHER,OTHER,OTHER,OTHER,OTHER,9530580003,0,1,right_only,1,0
4302,OTHER,OTHER,OTHER,OTHER,OTHER,9530580004,0,1,right_only,1,0
4303,OTHER,OTHER,OTHER,OTHER,OTHER,9530590001,0,2,right_only,2,0
4304,OTHER,OTHER,OTHER,OTHER,OTHER,9530590002,0,1,right_only,1,0
4305,OTHER,OTHER,OTHER,OTHER,OTHER,9530590004,0,1,right_only,1,0
4306,OTHER,OTHER,OTHER,OTHER,OTHER,9530600001,0,1,right_only,1,0
4307,OTHER,OTHER,OTHER,OTHER,OTHER,9530610001,0,1,right_only,1,0
4308,OTHER,OTHER,OTHER,OTHER,OTHER,9530610002,0,1,right_only,1,0
4309,OTHER,OTHER,OTHER,OTHER,OTHER,9530610003,0,2,right_only,2,0
4310,OTHER,OTHER,OTHER,OTHER,OTHER,9530610004,0,1,right_only,1,0
4311,OTHER,OTHER,OTHER,OTHER,OTHER,9530620001,0,1,right_only,1,0
4312,OTHER,OTHER,OTHER,OTHER,OTHER,9530620002,0,4,right_only,4,0
4313,OTHER,OTHER,OTHER,OTHER,OTHER,9530620003,0,1,right_only,1,0
4314,OTHER,OTHER,OTHER,OTHER,OTHER,9530620004,0,1,right_only,1,0
4315,OTHER,OTHER,OTHER,OTHER,OTHER,9530630001,0,1,right_only,1,0
4316,OTHER,OTHER,OTHER,OTHER,OTHER,9530630002,0,2,right_only,2,0
4317,OTHER,OTHER,OTHER,OTHER,OTHER,9530630003,0,3,right_only,3,0
4318,OTHER,OTHER,OTHER,OTHER,OTHER,9530630004,0,1,right_only,1,0
4319,OTHER,OTHER,OTHER,OTHER,OTHER,9530640001,0,4,right_only,4,0
4320,OTHER,OTHER,OTHER,OTHER,OTHER,9530640002,0,2,right_only,2,0
4321,OTHER,OTHER,OTHER,OTHER,OTHER,9530640003,0,1,right_only,1,0
4322,OTHER,OTHER,OTHER,OTHER,OTHER,9530640004,0,2,right_only,2,0
4323,OTHER,OTHER,OTHER,OTHER,OTHER,9530650001,0,5,right_only,5,0
4324,OTHER,OTHER,OTHER,OTHER,OTHER,9530650002,0,2,right_only,2,0
4325,OTHER,OTHER,OTHER,OTHER,OTHER,9530650003,0,4,right_only,4,0
4326,OTHER,OTHER,OTHER,OTHER,OTHER,9530650004,0,1,right_only,1,0
4327,OTHER,OTHER,OTHER,OTHER,OTHER,9530660001,0,5,right_only,5,0
4328,OTHER,OTHER,OTHER,OTHER,OTHER,9530660002,0,1,right_only,1,0
4329,OTHER,OTHER,OTHER,OTHER,OTHER,9530660003,0,5,right_only,5,0
4330,OTHER,OTHER,OTHER,OTHER,OTHER,9530660004,0,2,right_only,2,0
4331,OTHER,OTHER,OTHER,OTHER,OTHER,9530690001,0,3,right_only,3,0
4332,OTHER,OTHER,OTHER,OTHER,OTHER,9530690002,0,3,right_only,3,0
4333,OTHER,OTHER,OTHER,OTHER,OTHER,9530690003,0,5,right_only,5,0
4334,OTHER,OTHER,OTHER,OTHER,OTHER,9530700001,0,4,right_only,4,0
4335,OTHER,OTHER,OTHER,OTHER,OTHER,9530700002,0,4,right_only,4,0
4336,OTHER,OTHER,OTHER,OTHER,OTHER,9530700003,0,6,right_only,6,0
4337,OTHER,OTHER,OTHER,OTHER,OTHER,9530700004,0,1,right_only,1,0
4338,OTHER,OTHER,OTHER,OTHER,OTHER,9530710001,0,4,right_only,4,0
4339,OTHER,OTHER,OTHER,OTHER,OTHER,9530710002,0,1,right_only,1,0
4340,OTHER,OTHER,OTHER,OTHER,OTHER,9530710003,0,4,right_only,4,0
4341,OTHER,OTHER,OTHER,OTHER,OTHER,9530710004,0,2,right_only,2,0
4342,OTHER,OTHER,OTHER,OTHER,OTHER,9530720001,0,5,right_only,5,0
4343,OTHER,OTHER,OTHER,OTHER,OTHER,9530720002,0,2,right_only,2,0
4344,OTHER,OTHER,OTHER,OTHER,OTHER,9530720003,0,2,right_only,2,0
4345,OTHER,OTHER,OTHER,OTHER,OTHER,9531200001,0,1,right_only,1,0
4346,OTHER,OTHER,OTHER,OTHER,OTHER,9531210002,0,1,right_only,1,0
4347,OTHER,OTHER,OTHER,OTHER,OTHER,9531210004,0,1,right_only,1,0
4348,OTHER,OTHER,OTHER,OTHER,OTHER,9531690004,0,1,right_only,1,0
4349,OTHER,OTHER,OTHER,OTHER,OTHER,9531720001,0,2,right_only,2,0
4350,OTHER,OTHER,OTHER,OTHER,OTHER,9531720002,0,1,right_only,1,0
4351,OTHER,OTHER,OTHER,OTHER,OTHER,9531720004,0,3,right_only,3,0
4352,OTHER,OTHER,OTHER,OTHER,OTHER,9531730001,0,1,right_only,1,0
4353,OTHER,OTHER,OTHER,OTHER,OTHER,9531730002,0,3,right_only,3,0
4354,OTHER,OTHER,OTHER,OTHER,OTHER,9531730003,0,1,right_only,1,0
4355,OTHER,OTHER,OTHER,OTHER,OTHER,9531730004,0,3,right_only,3,0
4356,OTHER,OTHER,OTHER,OTHER,OTHER,9531740001,0,2,right_only,2,0
4357,OTHER,OTHER,OTHER,OTHER,OTHER,9531740003,0,2,right_only,2,0
4358,OTHER,OTHER,OTHER,OTHER,OTHER,9531750007,0,1,right_only,1,0
4359,OTHER,OTHER,OTHER,OTHER,OTHER,9531750008,0,3,right_only,3,0
4360,OTHER,OTHER,OTHER,OTHER,OTHER,9531760005,0,1,right_only,1,0
4361,OTHER,OTHER,OTHER,OTHER,OTHER,9531760006,0,4,right_only,4,0
4362,OTHER,OTHER,OTHER,OTHER,OTHER,9531760007,0,3,right_only,3,0
4363,OTHER,OTHER,OTHER,OTHER,OTHER,9531760008,0,6,right_only,6,0
4364,OTHER,OTHER,OTHER,OTHER,OTHER,9531800001,0,1,right_only,1,0
4365,OTHER,OTHER,OTHER,OTHER,OTHER,9531800002,0,2,right_only,2,0
4366,OTHER,OTHER,OTHER,OTHER,OTHER,9531810001,0,1,right_only,1,0
4367,OTHER,OTHER,OTHER,OTHER,OTHER,9531810002,0,1,right_only,1,0
4368,OTHER,OTHER,OTHER,OTHER,OTHER,9531810004,0,3,right_only,3,0
4369,OTHER,OTHER,OTHER,OTHER,OTHER,9531870002,0,1,right_only,1,0
4370,OTHER,OTHER,OTHER,OTHER,OTHER,9531870004,0,2,right_only,2,0
4371,OTHER,OTHER,OTHER,OTHER,OTHER,9531880002,0,2,right_only,2,0
4372,OTHER,OTHER,OTHER,OTHER,OTHER,9531880003,0,1,right_only,1,0
4373,OTHER,OTHER,OTHER,OTHER,OTHER,9531880004,0,2,right_only,2,0
4374,OTHER,OTHER,OTHER,OTHER,OTHER,9531890001,0,2,right_only,2,0
4375,OTHER,OTHER,OTHER,OTHER,OTHER,9531890002,0,4,right_only,4,0
4376,OTHER,OTHER,OTHER,OTHER,OTHER,9531890003,0,6,right_only,6,0
4377,OTHER,OTHER,OTHER,OTHER,OTHER,9531890004,0,8,right_only,8,0
4378,OTHER,OTHER,OTHER,OTHER,OTHER,9531950003,0,2,right_only,2,0
4379,OTHER,OTHER,OTHER,OTHER,OTHER,9533010002,0,1,right_only,1,0
4380,OTHER,OTHER,OTHER,OTHER,OTHER,9533210001,0,7,right_only,7,0
4381,OTHER,OTHER,OTHER,OTHER,OTHER,9533560002,0,2,right_only,2,0
4382,OTHER,OTHER,OTHER,OTHER,OTHER,9533560003,0,2,right_only,2,0
4383,OTHER,OTHER,OTHER,OTHER,OTHER,9534340001,0,2,right_only,2,0
4384,OTHER,OTHER,OTHER,OTHER,OTHER,9534340002,0,2,right_only,2,0
4385,OTHER,OTHER,OTHER,OTHER,OTHER,9534340003,0,3,right_only,3,0
4386,OTHER,OTHER,OTHER,OTHER,OTHER,9534340004,0,1,right_only,1,0
4387,OTHER,OTHER,OTHER,OTHER,OTHER,9536420001,0,1,right_only,1,0
4388,OTHER,OTHER,OTHER,OTHER,OTHER,9536420002,0,2,right_only,2,0
4389,OTHER,OTHER,OTHER,OTHER,OTHER,9536420003,0,1,right_only,1,0
4390,OTHER,OTHER,OTHER,OTHER,OTHER,9536420004,0,2,right_only,2,0
4391,OTHER,OTHER,OTHER,OTHER,OTHER,9538900001,0,2,right_only,2,0
4392,OTHER,OTHER,OTHER,OTHER,OTHER,9538900002,0,1,right_only,1,0
4393,OTHER,OTHER,OTHER,OTHER,OTHER,9538900003,0,1,right_only,1,0
4394,OTHER,OTHER,OTHER,OTHER,OTHER,9538910003,0,2,right_only,2,0
4395,OTHER,OTHER,OTHER,OTHER,OTHER,9539050001,0,1,right_only,1,0
4396,OTHER,OTHER,OTHER,OTHER,OTHER,9539050002,0,1,right_only,1,0
4397,OTHER,OTHER,OTHER,OTHER,OTHER,9539050004,0,1,right_only,1,0
4398,OTHER,OTHER,OTHER,OTHER,OTHER,9539060001,0,3,right_only,3,0
4399,OTHER,OTHER,OTHER,OTHER,OTHER,9539060002,0,1,right_only,1,0
4400,OTHER,OTHER,OTHER,OTHER,OTHER,9539060003,0,1,right_only,1,0
4401,OTHER,OTHER,OTHER,OTHER,OTHER,9539060004,0,2,right_only,2,0
4402,OTHER,OTHER,OTHER,OTHER,OTHER,9539070003,0,1,right_only,1,0
4403,OTHER,OTHER,OTHER,OTHER,OTHER,9539070004,0,1,right_only,1,0
4404,OTHER,OTHER,OTHER,OTHER,OTHER,9539130001,0,1,right_only,1,0
4405,OTHER,OTHER,OTHER,OTHER,OTHER,9539130004,0,1,right_only,1,0
4406,OTHER,OTHER,OTHER,OTHER,OTHER,9539270001,0,3,right_only,3,0
4407,OTHER,OTHER,OTHER,OTHER,OTHER,9539270002,0,2,right_only,2,0
4408,OTHER,OTHER,OTHER,OTHER,OTHER,9539270003,0,2,right_only,2,0
4409,OTHER,OTHER,OTHER,OTHER,OTHER,9539270004,0,1,right_only,1,0
4410,OTHER,OTHER,OTHER,OTHER,OTHER,9539700001,0,1,right_only,1,0
4411,OTHER,OTHER,OTHER,OTHER,OTHER,9539900002,0,2,right_only,2,0
4412,OTHER,OTHER,OTHER,OTHER,OTHER,9539900004,0,1,right_only,1,0
4413,OTHER,OTHER,OTHER,OTHER,OTHER,9539940003,0,1,right_only,1,0
4414,OTHER,OTHER,OTHER,OTHER,OTHER,9539950000,0,1,right_only,1,0
4415,OTHER,OTHER,OTHER,OTHER,OTHER,9539960000,0,3,right_only,3,0
4416,OTHER,OTHER,OTHER,OTHER,OTHER,9539970000,0,1,right_only,1,0
4417,OTHER,OTHER,OTHER,OTHER,OTHER,9539990003,0,1,right_only,1,0
4418,OTHER,OTHER,OTHER,OTHER,OTHER,9539990005,0,2,right_only,2,0
4419,OTHER,OTHER,OTHER,OTHER,OTHER,9540010000,0,2,right_only,2,0
4420,OTHER,OTHER,OTHER,OTHER,OTHER,9540020000,0,1,right_only,1,0
4421,OTHER,OTHER,OTHER,OTHER,OTHER,9540030000,0,2,right_only,2,0
4422,OTHER,OTHER,OTHER,OTHER,OTHER,9540040000,0,2,right_only,2,0
4423,OTHER,OTHER,OTHER,OTHER,OTHER,9540050000,0,2,right_only,2,0
4424,OTHER,OTHER,OTHER,OTHER,OTHER,9540660001,0,1,right_only,1,0
4425,OTHER,OTHER,OTHER,OTHER,OTHER,9540660002,0,1,right_only,1,0
4426,OTHER,OTHER,OTHER,OTHER,OTHER,9540660003,0,1,right_only,1,0
4427,OTHER,OTHER,OTHER,OTHER,OTHER,9540660004,0,3,right_only,3,0
4428,OTHER,OTHER,OTHER,OTHER,OTHER,9540660005,0,2,right_only,2,0
4429,OTHER,OTHER,OTHER,OTHER,OTHER,9540740004,0,1,right_only,1,0
4430,OTHER,OTHER,OTHER,OTHER,OTHER,9540750002,0,1,right_only,1,0
4431,OTHER,OTHER,OTHER,OTHER,OTHER,9540750004,0,1,right_only,1,0
4432,OTHER,OTHER,OTHER,OTHER,OTHER,9540750005,0,1,right_only,1,0
4433,OTHER,OTHER,OTHER,OTHER,OTHER,9540790002,0,1,right_only,1,0
4434,OTHER,OTHER,OTHER,OTHER,OTHER,9540790003,0,2,right_only,2,0
4435,OTHER,OTHER,OTHER,OTHER,OTHER,9540790005,0,1,right_only,1,0
4436,OTHER,OTHER,OTHER,OTHER,OTHER,9540790006,0,1,right_only,1,0
4437,OTHER,OTHER,OTHER,OTHER,OTHER,9540970004,0,1,right_only,1,0
4438,OTHER,OTHER,OTHER,OTHER,OTHER,9541000001,0,1,right_only,1,0
4439,OTHER,OTHER,OTHER,OTHER,OTHER,9541000003,0,1,right_only,1,0
4440,OTHER,OTHER,OTHER,OTHER,OTHER,9541000005,0,3,right_only,3,0
4441,OTHER,OTHER,OTHER,OTHER,OTHER,9541010002,0,1,right_only,1,0
4442,OTHER,OTHER,OTHER,OTHER,OTHER,9541010004,0,1,right_only,1,0
4443,OTHER,OTHER,OTHER,OTHER,OTHER,9541030001,0,3,right_only,3,0
4444,OTHER,OTHER,OTHER,OTHER,OTHER,9541030002,0,2,right_only,2,0
4445,OTHER,OTHER,OTHER,OTHER,OTHER,9541250005,0,1,right_only,1,0
4446,OTHER,OTHER,OTHER,OTHER,OTHER,9541290001,0,2,right_only,2,0
4447,OTHER,OTHER,OTHER,OTHER,OTHER,9541290004,0,1,right_only,1,0
4448,OTHER,OTHER,OTHER,OTHER,OTHER,9542820004,0,1,right_only,1,0
4449,OTHER,OTHER,OTHER,OTHER,OTHER,9543460001,0,9,right_only,9,0
4450,OTHER,OTHER,OTHER,OTHER,OTHER,9543460002,0,5,right_only,5,0
4451,OTHER,OTHER,OTHER,OTHER,OTHER,9543470001,0,1,right_only,1,0
4452,OTHER,OTHER,OTHER,OTHER,OTHER,9543470002,0,1,right_only,1,0
4453,OTHER,OTHER,OTHER,OTHER,OTHER,9543490001,0,4,right_only,4,0
4454,OTHER,OTHER,OTHER,OTHER,OTHER,9543490002,0,2,right_only,2,0
4455,OTHER,OTHER,OTHER,OTHER,OTHER,9543490003,0,2,right_only,2,0
4456,OTHER,OTHER,OTHER,OTHER,OTHER,9543490004,0,4,right_only,4,0
4457,OTHER,OTHER,OTHER,OTHER,OTHER,9543620001,0,2,right_only,2,0
4458,OTHER,OTHER,OTHER,OTHER,OTHER,9543620003,0,1,right_only,1,0
4459,OTHER,OTHER,OTHER,OTHER,OTHER,9543620004,0,1,right_only,1,0
4460,OTHER,OTHER,OTHER,OTHER,OTHER,9543630001,0,1,right_only,1,0
4461,OTHER,OTHER,OTHER,OTHER,OTHER,9543630002,0,2,right_only,2,0
4462,OTHER,OTHER,OTHER,OTHER,OTHER,9543660000,0,3,right_only,3,0
4463,OTHER,OTHER,OTHER,OTHER,OTHER,9543720000,0,1,right_only,1,0
4464,OTHER,OTHER,OTHER,OTHER,OTHER,9543780000,0,3,right_only,3,0
4465,OTHER,OTHER,OTHER,OTHER,OTHER,9543790000,0,1,right_only,1,0
4466,OTHER,OTHER,OTHER,OTHER,OTHER,9543800000,0,2,right_only,2,0
4467,OTHER,OTHER,OTHER,OTHER,OTHER,9543820000,0,1,right_only,1,0
4468,OTHER,OTHER,OTHER,OTHER,OTHER,9543830000,0,3,right_only,3,0
4469,OTHER,OTHER,OTHER,OTHER,OTHER,9543850000,0,3,right_only,3,0
4470,OTHER,OTHER,OTHER,OTHER,OTHER,9544700001,0,3,right_only,3,0
4471,OTHER,OTHER,OTHER,OTHER,OTHER,9544700002,0,4,right_only,4,0
4472,OTHER,OTHER,OTHER,OTHER,OTHER,9544700003,0,1,right_only,1,0
4473,OTHER,OTHER,OTHER,OTHER,OTHER,9544710002,0,1,right_only,1,0
4474,OTHER,OTHER,OTHER,OTHER,OTHER,9544710004,0,1,right_only,1,0
4475,OTHER,OTHER,OTHER,OTHER,OTHER,9544710006,0,1,right_only,1,0
4476,OTHER,OTHER,OTHER,OTHER,OTHER,9545720000,0,1,right_only,1,0
4477,OTHER,OTHER,OTHER,OTHER,OTHER,9545750000,0,1,right_only,1,0
4478,OTHER,OTHER,OTHER,OTHER,OTHER,9546220006,0,1,right_only,1,0
4479,OTHER,OTHER,OTHER,OTHER,OTHER,9546220007,0,1,right_only,1,0
4480,OTHER,OTHER,OTHER,OTHER,OTHER,9546220008,0,1,right_only,1,0
4481,OTHER,OTHER,OTHER,OTHER,OTHER,9546220009,0,2,right_only,2,0
4482,OTHER,OTHER,OTHER,OTHER,OTHER,9546220010,0,1,right_only,1,0
4483,OTHER,OTHER,OTHER,OTHER,OTHER,9546960001,0,1,right_only,1,0
4484,OTHER,OTHER,OTHER,OTHER,OTHER,9546960002,0,2,right_only,2,0
4485,OTHER,OTHER,OTHER,OTHER,OTHER,9546960003,0,1,right_only,1,0
4486,OTHER,OTHER,OTHER,OTHER,OTHER,9546960005,0,2,right_only,2,0
4487,OTHER,OTHER,OTHER,OTHER,OTHER,9551200005,0,1,right_only,1,0
4488,OTHER,OTHER,OTHER,OTHER,OTHER,9551200006,0,3,right_only,3,0
4489,OTHER,OTHER,OTHER,OTHER,OTHER,9551260002,0,1,right_only,1,0
4490,OTHER,OTHER,OTHER,OTHER,OTHER,9556770002,0,1,right_only,1,0
4491,OTHER,OTHER,OTHER,OTHER,OTHER,9556770005,0,1,right_only,1,0
4492,OTHER,OTHER,OTHER,OTHER,OTHER,9556790003,0,2,right_only,2,0
4493,OTHER,OTHER,OTHER,OTHER,OTHER,9556790005,0,1,right_only,1,0
4494,OTHER,OTHER,OTHER,OTHER,OTHER,9556800001,0,2,right_only,2,0
4495,OTHER,OTHER,OTHER,OTHER,OTHER,9556800002,0,2,right_only,2,0
4496,OTHER,OTHER,OTHER,OTHER,OTHER,9556800003,0,1,right_only,1,0
4497,OTHER,OTHER,OTHER,OTHER,OTHER,9556800004,0,2,right_only,2,0
4498,OTHER,OTHER,OTHER,OTHER,OTHER,9561010004,0,1,right_only,1,0
4499,OTHER,OTHER,OTHER,OTHER,OTHER,9564100001,0,5,right_only,5,0
4500,OTHER,OTHER,OTHER,OTHER,OTHER,9564100002,0,5,right_only,5,0
4501,OTHER,OTHER,OTHER,OTHER,OTHER,9564100003,0,3,right_only,3,0
4502,OTHER,OTHER,OTHER,OTHER,OTHER,9564100004,0,3,right_only,3,0
4503,OTHER,OTHER,OTHER,OTHER,OTHER,9564100005,0,1,right_only,1,0
4504,OTHER,OTHER,OTHER,OTHER,OTHER,9564100006,0,3,right_only,3,0
4505,OTHER,OTHER,OTHER,OTHER,OTHER,9564100008,0,1,right_only,1,0
4506,OTHER,OTHER,OTHER,OTHER,OTHER,9566130000,0,2,right_only,2,0
4507,OTHER,OTHER,OTHER,OTHER,OTHER,9568470001,0,2,right_only,2,0
4508,OTHER,OTHER,OTHER,OTHER,OTHER,9568470002,0,1,right_only,1,0
4509,OTHER,OTHER,OTHER,OTHER,OTHER,9568480002,0,1,right_only,1,0
4510,OTHER,OTHER,OTHER,OTHER,OTHER,9568480003,0,2,right_only,2,0
4511,OTHER,OTHER,OTHER,OTHER,OTHER,9568480004,0,1,right_only,1,0
4512,OTHER,OTHER,OTHER,OTHER,OTHER,9569010001,0,4,right_only,4,0
4513,OTHER,OTHER,OTHER,OTHER,OTHER,9569010002,0,4,right_only,4,0
4514,OTHER,OTHER,OTHER,OTHER,OTHER,9569010003,0,4,right_only,4,0
4515,OTHER,OTHER,OTHER,OTHER,OTHER,9569010004,0,2,right_only,2,0
4516,OTHER,OTHER,OTHER,OTHER,OTHER,9569010005,0,1,right_only,1,0
4517,OTHER,OTHER,OTHER,OTHER,OTHER,9569740002,0,1,right_only,1,0
4518,OTHER,OTHER,OTHER,OTHER,OTHER,9569740003,0,3,right_only,3,0
4519,OTHER,OTHER,OTHER,OTHER,OTHER,9569740004,0,2,right_only,2,0
4520,OTHER,OTHER,OTHER,OTHER,OTHER,9570970001,0,1,right_only,1,0
4521,OTHER,OTHER,OTHER,OTHER,OTHER,9570970002,0,3,right_only,3,0
4522,OTHER,OTHER,OTHER,OTHER,OTHER,9570970003,0,1,right_only,1,0
4523,OTHER,OTHER,OTHER,OTHER,OTHER,9570970004,0,2,right_only,2,0
4524,OTHER,OTHER,OTHER,OTHER,OTHER,9571010001,0,2,right_only,2,0
4525,OTHER,OTHER,OTHER,OTHER,OTHER,9571010002,0,3,right_only,3,0
4526,OTHER,OTHER,OTHER,OTHER,OTHER,9571010003,0,2,right_only,2,0
4527,OTHER,OTHER,OTHER,OTHER,OTHER,9571010004,0,1,right_only,1,0
4528,OTHER,OTHER,OTHER,OTHER,OTHER,9572620001,0,3,right_only,3,0
4529,OTHER,OTHER,OTHER,OTHER,OTHER,9572620002,0,3,right_only,3,0
4530,OTHER,OTHER,OTHER,OTHER,OTHER,9572620003,0,2,right_only,2,0
4531,OTHER,OTHER,OTHER,OTHER,OTHER,9572620004,0,2,right_only,2,0
4532,OTHER,OTHER,OTHER,OTHER,OTHER,9572640001,0,2,right_only,2,0
4533,OTHER,OTHER,OTHER,OTHER,OTHER,9572640002,0,2,right_only,2,0
4534,OTHER,OTHER,OTHER,OTHER,OTHER,9572640003,0,1,right_only,1,0
4535,OTHER,OTHER,OTHER,OTHER,OTHER,9572640004,0,2,right_only,2,0
4536,OTHER,OTHER,OTHER,OTHER,OTHER,9573700001,0,1,right_only,1,0
4537,OTHER,OTHER,OTHER,OTHER,OTHER,9573700002,0,2,right_only,2,0
4538,OTHER,OTHER,OTHER,OTHER,OTHER,9573700003,0,1,right_only,1,0
4539,OTHER,OTHER,OTHER,OTHER,OTHER,9573700004,0,1,right_only,1,0
4540,OTHER,OTHER,OTHER,OTHER,OTHER,9573710001,0,1,right_only,1,0
4541,OTHER,OTHER,OTHER,OTHER,OTHER,9573710002,0,3,right_only,3,0
4542,OTHER,OTHER,OTHER,OTHER,OTHER,9573710003,0,3,right_only,3,0
4543,OTHER,OTHER,OTHER,OTHER,OTHER,9573710004,0,1,right_only,1,0
4544,OTHER,OTHER,OTHER,OTHER,OTHER,9573720001,0,1,right_only,1,0
4545,OTHER,OTHER,OTHER,OTHER,OTHER,9573720002,0,2,right_only,2,0
4546,OTHER,OTHER,OTHER,OTHER,OTHER,9573720003,0,1,right_only,1,0
4547,OTHER,OTHER,OTHER,OTHER,OTHER,9574270005,0,2,right_only,2,0
4548,OTHER,OTHER,OTHER,OTHER,OTHER,9574320002,0,1,right_only,1,0
4549,OTHER,OTHER,OTHER,OTHER,OTHER,9574320004,0,1,right_only,1,0
4550,OTHER,OTHER,OTHER,OTHER,OTHER,9574320005,0,1,right_only,1,0
4551,OTHER,OTHER,OTHER,OTHER,OTHER,9574680001,0,3,right_only,3,0
4552,OTHER,OTHER,OTHER,OTHER,OTHER,9574680002,0,1,right_only,1,0
4553,OTHER,OTHER,OTHER,OTHER,OTHER,9574680003,0,1,right_only,1,0
4554,OTHER,OTHER,OTHER,OTHER,OTHER,9574680004,0,1,right_only,1,0
4555,OTHER,OTHER,OTHER,OTHER,OTHER,9574680005,0,2,right_only,2,0
4556,OTHER,OTHER,OTHER,OTHER,OTHER,9574710001,0,2,right_only,2,0
4557,OTHER,OTHER,OTHER,OTHER,OTHER,9574710002,0,1,right_only,1,0
4558,OTHER,OTHER,OTHER,OTHER,OTHER,9574710003,0,3,right_only,3,0
4559,OTHER,OTHER,OTHER,OTHER,OTHER,9574710004,0,1,right_only,1,0
4560,OTHER,OTHER,OTHER,OTHER,OTHER,9575060002,0,1,right_only,1,0
4561,OTHER,OTHER,OTHER,OTHER,OTHER,9575170002,0,1,right_only,1,0
4562,OTHER,OTHER,OTHER,OTHER,OTHER,9575180005,0,1,right_only,1,0
4563,OTHER,OTHER,OTHER,OTHER,OTHER,9575180006,0,1,right_only,1,0
4564,OTHER,OTHER,OTHER,OTHER,OTHER,9575180007,0,2,right_only,2,0
4565,OTHER,OTHER,OTHER,OTHER,OTHER,9575610001,0,1,right_only,1,0
4566,OTHER,OTHER,OTHER,OTHER,OTHER,9576910001,0,2,right_only,2,0
4567,OTHER,OTHER,OTHER,OTHER,OTHER,9576910002,0,5,right_only,5,0
4568,OTHER,OTHER,OTHER,OTHER,OTHER,9577970001,0,1,right_only,1,0
4569,OTHER,OTHER,OTHER,OTHER,OTHER,9577970005,0,2,right_only,2,0
4570,OTHER,OTHER,OTHER,OTHER,OTHER,9577990001,0,1,right_only,1,0
4571,OTHER,OTHER,OTHER,OTHER,OTHER,9579610003,0,1,right_only,1,0
4572,OTHER,OTHER,OTHER,OTHER,OTHER,9579690002,0,3,right_only,3,0
4573,OTHER,OTHER,OTHER,OTHER,OTHER,9579690004,0,1,right_only,1,0
4574,OTHER,OTHER,OTHER,OTHER,OTHER,9579740004,0,1,right_only,1,0
4575,OTHER,OTHER,OTHER,OTHER,OTHER,9579740005,0,1,right_only,1,0
4576,OTHER,OTHER,OTHER,OTHER,OTHER,9579800006,0,1,right_only,1,0
4577,OTHER,OTHER,OTHER,OTHER,OTHER,9579810005,0,1,right_only,1,0
4578,OTHER,OTHER,OTHER,OTHER,OTHER,9579920010,0,1,right_only,1,0
4579,OTHER,OTHER,OTHER,OTHER,OTHER,9580000001,0,1,right_only,1,0
4580,OTHER,OTHER,OTHER,OTHER,OTHER,9580000002,0,1,right_only,1,0
4581,OTHER,OTHER,OTHER,OTHER,OTHER,9580000003,0,2,right_only,2,0
4582,OTHER,OTHER,OTHER,OTHER,OTHER,9580000004,0,1,right_only,1,0
4583,OTHER,OTHER,OTHER,OTHER,OTHER,9580000005,0,1,right_only,1,0
4584,OTHER,OTHER,OTHER,OTHER,OTHER,9580010001,0,1,right_only,1,0
4585,OTHER,OTHER,OTHER,OTHER,OTHER,9580010005,0,1,right_only,1,0
4586,OTHER,OTHER,OTHER,OTHER,OTHER,9580110002,0,1,right_only,1,0
4587,OTHER,OTHER,OTHER,OTHER,OTHER,9580110003,0,1,right_only,1,0
4588,OTHER,OTHER,OTHER,OTHER,OTHER,9580110004,0,1,right_only,1,0
4589,OTHER,OTHER,OTHER,OTHER,OTHER,9580160001,0,2,right_only,2,0
4590,OTHER,OTHER,OTHER,OTHER,OTHER,9580160005,0,1,right_only,1,0
4591,OTHER,OTHER,OTHER,OTHER,OTHER,9580320002,0,1,right_only,1,0
4592,OTHER,OTHER,OTHER,OTHER,OTHER,9580320005,0,1,right_only,1,0
4593,OTHER,OTHER,OTHER,OTHER,OTHER,9580430005,0,2,right_only,2,0
4594,OTHER,OTHER,OTHER,OTHER,OTHER,9583810001,0,2,right_only,2,0
4595,OTHER,OTHER,OTHER,OTHER,OTHER,9583810003,0,1,right_only,1,0
4596,OTHER,OTHER,OTHER,OTHER,OTHER,9583810004,0,3,right_only,3,0
